"State","CMS_Cert_Num","Provider_Name","Address","City","Zip","Phone","Type_of_Ownership","Date_Certified"
"FL","107202","CARESOUTH HOMECARE PROFESSIONALS","9240 BONITA BEACH RD STE 3317","BONITA SPRINGS","34135","2394442002","Proprietary","1985-01-01 00:00:00"
"FL","107207","NURSE ON CALL INC","1540 CORNERSTONE BLVD STE 240","DAYTONA BEACH","32117","3864246490","Proprietary","1985-03-14 00:00:00"
"FL","107211","FLORIDA HOSPITAL HOME CARE SERVICES","600 COURTLAND ST STE 300","ORLANDO","32804","4076918200","Religious Affiliations","1985-08-23 00:00:00"
"FL","107212","BAYCARE HOME CARE INC","8452 118TH AVENUE NORTH","LARGO","33773","7278251766","Proprietary","1985-08-29 00:00:00"
"FL","107214","ALLIANCECARE AT BETHESDA","3800 S CONGRESS AVE  STE 4","BOYNTON BEACH","33426","5617357900","Proprietary","1985-08-29 00:00:00"
"FL","107216","MEDI HOME HEALTH AGENCY","12540 WORLD PLAZA LANE BLDG 44","FORT MYERS","33907","2396937898","Proprietary","1985-12-16 00:00:00"
"FL","107217","WUESTHOFF BREVARD HOMECARE","8060 SPYGLASS HILL RD","VIERA","32940","3212532200","Proprietary","1985-10-22 00:00:00"
"FL","107220","SUNCOAST HOMECARE","5771 ROOSEVELT BLVD BLDG 610","CLEARWATER","33760","7275864432","Private","1985-06-25 00:00:00"
"FL","107222","CITRUS MEMORIAL HOME HEALTH AGENCY","502 W HIGHLAND BLVD","INVERNESS","34452","3527266671","Private","1986-02-05 00:00:00"
"FL","107223","INTERIM HEALTHCARE GULF COAST, INC.","1940 DREW ST STE A","CLEARWATER","33765","7275354455","Proprietary","1985-11-27 00:00:00"
"FL","107225","ORLANDO HEALTH VISITING NURSE ASSOCIATION","102 W PINELOCH AVE, SUITE 23","ORLANDO","32806","4078522747","Private","1986-08-07 00:00:00"
"FL","107229","MEDERI CARETENDERS","1200 NW 17 AVE   STE 6","DELRAY BEACH","33445","5613811077","Proprietary","1985-03-21 00:00:00"
"FL","107232","AMEDISYS HOME HEALTH","1680 SE LYNGATE DR STE 204","PORT SAINT LUCIE","34952","7723375117","Proprietary","1990-06-30 00:00:00"
"FL","107233","HEALTH FIRST HOME CARE","200 S COURTENAY PKWY","MERRITT ISLAND","32952","3214345909","Other","1987-03-18 00:00:00"
"FL","107234","GENTIVA HEALTH SERVICES","4776 NEW BROAD ST  STE 110","ORLANDO","32814","4078945703","Proprietary","1987-04-29 00:00:00"
"FL","107236","BETTER@HOME","210 SOUTH LAKE ST  STE 10","LEESBURG","34748","3523235570","Proprietary","1986-09-05 00:00:00"
"FL","107237","INTERIM HEALTHCARE OF THE TREASURE COAST, INC.","2 HARVARD CRL, STE 950","WEST PALM BEACH","33409","5616169500","Proprietary","1987-04-21 00:00:00"
"FL","107240","GENTIVA HEALTH SERVICES","340 BEAL PARKWAY NW STE B","FORT WALTON BEACH","32548","8508623240","Proprietary","1987-06-01 00:00:00"
"FL","107242","CARESOUTH HOMECARE PROFESSIONALS","5420 NW 33RD AVE, STE 109","FORT LAUDERDALE","33309","9544864930","Proprietary","1987-05-20 00:00:00"
"FL","107243","INTERIM HEALTHCARE GULF COAST INC.","2511 W COLUMBUS DR","TAMPA","33607","8138779444","Proprietary","1987-06-04 00:00:00"
"FL","107245","INTERIM HEALTHCARE OF GREATER ORLANDO","1890 STATE RD 436   STE 355","WINTER PARK","32792","4077405284","Proprietary","1987-07-16 00:00:00"
"FL","107260","BAYCARE HOME CARE, INC","8406 MASSACHUSETTS AVE STE B1","NEW PORT RICHEY","34653","7278482311","Private","1988-03-01 00:00:00"
"FL","107263","VISITING NURSE ASSOCIATION OF THE FLORIDA KEYS","1319 WILLIAM ST","KEY WEST","33040","3052948812","Private","1988-08-17 00:00:00"
"FL","107264","INTERIM HEALTHCARE OF ST AUGUSTINE","3440 US 1 SOUTH SUITE 404","SAINT AUGUSTINE","32086","9048246123","Proprietary","1988-08-12 00:00:00"
"FL","107265","ALLIED HOME CARE, INC.","1901 S. CONGRESS BLVD STE 330","BOYNTON BEACH","33426","5613695100","Proprietary","1988-08-09 00:00:00"
"FL","107271","NURSE ON CALL OF SOUTH FLORIDA, INC.","1926 10TH AVE N STE # 203","LAKE WORTH","33461","5616490830","Proprietary","1988-10-31 00:00:00"
"FL","107272","DESOTO MEMORIAL HOME HEALTH CARE","1006 NORTH MILLS AVE","ARCADIA","34266","8634948432","Other","1989-01-04 00:00:00"
"FL","107275","GENTIVA HEALTH SERVICES","475 HARRISON AVE STE 250","PANAMA CITY","32401","8507693398","Proprietary","1989-01-27 00:00:00"
"FL","107282","BAYCARE HOME CARE, INC.","20 LAKE WIRE DR","LAKELAND","33815","8005601526","Other","1989-06-15 00:00:00"
"FL","107285","BAYCARE HOME CARE INC","8020 WOODLAND CENTER BLVD STE 100","TAMPA","33614","8138060700","Other","1989-08-30 00:00:00"
"FL","107289","BRRH HOME HEALTH SERVICES, INC.","640 GLADES RD","BOCA RATON","33431","5613934040","Private","1990-02-19 00:00:00"
"FL","107290","GENTIVA HEALTH SERVICES","8657 BAYPINE ROAD SUITE 100","JACKSONVILLE","32256","9047313515","Proprietary","1990-02-19 00:00:00"
"FL","107296","FOCUSCARE","1200 E LASOLAS BLVD STE 202","FORT LAUDERDALE","33301","5613955031","Private","1990-05-08 00:00:00"
"FL","107302","AMEDISYS HOME HEALTH","1300 N SEMORAN BLVD STE 195","ORLANDO","32807","4072822926","Proprietary","1975-03-11 00:00:00"
"FL","107325","COMMUNITY HOME HEALTH SERVICES","4175 S CONGRESS AVE STE S","LAKE WORTH","33461","5616413141","Proprietary","1979-08-01 00:00:00"
"FL","107326","NHC HOMECARE","418 REID AVE","PORT SAINT JOE","32456","8502298238","Proprietary","1979-10-10 00:00:00"
"FL","107330","GENTIVA HEALTH SERVICES","260 MARINER BOULEVARD","SPRING HILL","34609","3526836858","Proprietary","1982-06-01 00:00:00"
"FL","107338","GENTIVA HEALTH SERVICES","1717 N CLYDE MORRIS BLVD STE 140","DAYTONA BEACH","32117","3862741088","Proprietary","1983-07-19 00:00:00"
"FL","107341","MEDERI CARETENDERS VS OF BROWARD, LLC","824 US HWY 1  STE 360","NORTH PALM BEACH","33408","5616223129","Proprietary","1983-09-26 00:00:00"
"FL","107345","FLORIDA HOSPITAL HOME CARE SERVICES SEBRING","4005 SUN'N LAKE BLVD","SEBRING","33872","9413851400","Religious Affiliations","1984-04-18 00:00:00"
"FL","107360","AMEDISYS HOME HEALTH","1000 NW 65TH STREET SUITE 305","FORT LAUDERDALE","33309","9546896390","Proprietary","1985-06-21 00:00:00"
"FL","107362","HOLY CROSS HOSPITAL HOME HEALTH AGENCY","5601 N DIXIE HWY STE 208","FORT LAUDERDALE","33334","9542677000","Religious Affiliations","1985-07-19 00:00:00"
"FL","107372","NHC HOMECARE","4121 LAFAYETTE STREET","MARIANNA","32446","8505265195","Proprietary","1989-03-30 00:00:00"
"FL","107383","GENTIVA HEALTH SERVICES","1333 GATEWAY DR  STE 1020","MELBOURNE","32901","3217254799","Proprietary","1994-05-18 00:00:00"
"FL","107397","USA HOME HEALTH SERVICES","100 NW 82ND AVE STE 306","PLANTATION","33324","9547357332","Proprietary","1995-07-11 00:00:00"
"FL","107398","BAYCARE HOME CARE INC","2468 US HWY 441/27  STE 204","FRUITLAND PARK","34731","3527285598","Proprietary","1995-08-01 00:00:00"
"FL","107399","MEDCARE HOME HEALTH SERVICES INC.","100 NW 82ND AVE STE 302","PLANTATION","33324","9547331997","Proprietary","1995-06-08 00:00:00"
"FL","107401","COMMUNITY HOME HEALTH","1360 BRICKYARD RD","CHIPLEY","32428","8506388500","Proprietary","1990-05-24 00:00:00"
"FL","107403","AMEDISYS HOME HEALTH","1045 OLD MILL RUN","THE VILLAGES","32162","3523911416","Proprietary","1990-09-07 00:00:00"
"FL","107404","HOME HEALTH SERVICES OF VENICE","420 TAMIAMI TRL STE 304","VENICE","34285","9414866726","Proprietary","1990-10-23 00:00:00"
"FL","107406","MEDERI CARETENDERS","6150 DIAMOND CENTER CT   BLDG 600","FORT MYERS","33912","2394815999","Proprietary","1990-12-20 00:00:00"
"FL","107407","NHC HOMECARE","3034 COASTAL HWY","CRAWFORDVILLE","32327","8509267044","Proprietary","1991-01-28 00:00:00"
"FL","107408","FLORIDA HOSPITAL MEMORIAL HOME HEALTH","770 W GRANADA BLVD STE 319","ORMOND BEACH","32174","3866733121","Religious Affiliations","1991-02-08 00:00:00"
"FL","107414","FLORIDA HOSPITAL TAMPA HOME CARE","13601 BRUCE B DOWNS BLVD STE 110","TAMPA","33613","8136157700","Proprietary","1991-07-02 00:00:00"
"FL","107415","BAYCARE HOME CARE INC","601 MAIN STREET 8TH FLOOR","DUNEDIN","34698","7277350334","Other","1991-07-16 00:00:00"
"FL","107417","BAYCARE HOMECARE INC","1202 MARINER BLVD","SPRING HILL","34609","3526867771","Private","1991-07-23 00:00:00"
"FL","107420","GENTIVA HEALTH SERVICES","1389 US HWY 90 W   STE 190","LAKE CITY","32055","3867583490","Proprietary","1991-08-30 00:00:00"
"FL","107422","MEDERI CARETENDERS","3300 GREENWALD WAY NORTH","KISSIMMEE","34741","4079310487","Proprietary","1991-10-31 00:00:00"
"FL","107423","PEOPLES HOME HEALTH LLC","213 EAST WRIGHT STREET","PENSACOLA","32501","8504709288","Proprietary","1991-11-25 00:00:00"
"FL","107432","PEACE RIVER HOME HEALTH SERVICE","15121 TAMIAMI TRAIL STE F","NORTH PORT","34287","9414235100","Proprietary","1992-03-11 00:00:00"
"FL","107436","WELCOME HOMECARE","9570 REGENCY SQUARE BLVD","JACKSONVILLE","32225","9047257100","Proprietary","1992-06-26 00:00:00"
"FL","107444","MEMORIAL HOME HEALTH SERVICES","7369 SHERIDAN ST  STE 101","HOLLYWOOD","33024","9542655974","State/County","1992-10-19 00:00:00"
"FL","107446","BAPTIST HEALTH HOME CARE","12400 SW 127 AVE","MIAMI","33186","3055964343","Private","1992-08-06 00:00:00"
"FL","107452","HEALTHMARK HOME HEALTH AGENCY","4413 US HWY 331 S","DEFUNIAK SPRINGS","32435","8509514500","Proprietary","1992-11-30 00:00:00"
"FL","107455","H & M HEALTH SERVICES, INC.","4125 HOLLYWOOD BLVD","HOLLYWOOD","33021","9549850770","Proprietary","1992-12-17 00:00:00"
"FL","107458","DOCTOR'S MEMORIAL HOSPITAL HOME HEALTH","1209 N CENTER ST","PERRY","32347","8508381408","Proprietary","1992-12-17 00:00:00"
"FL","107461","NURSECORE OF FORT MYERS","4350 FOWLER ST, STE 4","FORT MYERS","33901","2392783633","Proprietary","1993-06-18 00:00:00"
"FL","107470","SOUTH LAKE HOME HEALTH","1920 DON WICKHAM DR  STE 110","CLERMONT","34711","3522417138","Other","1993-09-17 00:00:00"
"FL","107471","MUNROE REGIONAL HOMECARE AT LADY LAKE","13940 US HWY 441 BLDG 300 STE 303","LADY LAKE","32159","3526949600","Proprietary","1993-10-07 00:00:00"
"FL","107482","BAPTIST HOME HEALTH CARE","3563 PHILLIPS HIGHWAY  STE 202","JACKSONVILLE","32207","9042024300","Religious Affiliations","1994-10-01 00:00:00"
"FL","107485","MEDERI CARETENDERS","5741 BEE RIDGE ROAD SUITE 230","SARASOTA","34233","9413790801","Proprietary","1994-12-19 00:00:00"
"FL","107486","GENTIVA HEALTH SERVICES","4011 NW 43RD ST STE C","GAINESVILLE","32606","3523763221","Proprietary","1994-10-01 00:00:00"
"FL","107488","PARRISH HOME HEALTH","830 CENTURY MEDICAL DR  STE A","TITUSVILLE","32796","3212686275","State/County","1995-02-05 00:00:00"
"FL","107492","APEX HOME HEALTHCARE","155 BLANDING BLVD STE 1","ORANGE PARK","32073","9042727607","Proprietary","1995-03-16 00:00:00"
"FL","107493","A PHYSICIAN'S CHOICE HOME HEALTH SERVICES","2107 SUNRISE BLVD STE 1","FORT PIERCE","34950","7724688686","Proprietary","1995-04-19 00:00:00"
"FL","107500","MEDERI CARETENDERS","12106 CORTEZ BLVD","BROOKSVILLE","34613","8886834344","Proprietary","1995-09-11 00:00:00"
"FL","107509","GOOD SAMARITAN CARES","1550 ALDERSGATE DRIVE","KISSIMMEE","34746","4079440990","Religious Affiliations","1996-02-01 00:00:00"
"FL","107510","TOWERS HOME CARE","404 MARIPOSA ST  STE A","ORLANDO","32801","4074252707","Private","1996-02-05 00:00:00"
"FL","107512","GENTIVA HEALTH SERVICES","311 SE 17TH PLACE","OCALA","34471","3524020660","Proprietary","1995-11-01 00:00:00"
"FL","107514","GENTIVA HEALTH SERVICES","205 ZEAGLER DR STE 401","PALATKA","32177","3863280202","Proprietary","1995-11-01 00:00:00"
"FL","107515","NHC HOMECARE","946 16TH PLACE","VERO BEACH","32960","7725640092","Proprietary","1996-02-29 00:00:00"
"FL","107517","XL-CARE AGENCY INC OF COLLIER","501 GOODLETTE RD N STE 204 & 206","NAPLES","34102","2392632089","Proprietary","1996-02-07 00:00:00"
"FL","107521","NURSE-ON-CALL-BEST CHOICE","4343 SUN N LAKE BLVD","SEBRING","33872","8633854325","Proprietary","1996-01-09 00:00:00"
"FL","107522","AMEDISYS HOME HEALTH","2765 TAMIAMI TRAIL","PORT CHARLOTTE","33952","9416255502","Proprietary","1996-04-04 00:00:00"
"FL","107523","MEDERI CARETENDERS","6445 102ND AVENUE NORTH","PINELLAS PARK","33782","7275468080","Proprietary","1996-03-05 00:00:00"
"FL","107524","SENIOR HOME CARE, INC.","380 PARK PLACE BLVD STE 100","CLEARWATER","33759","7275310300","Proprietary","1996-06-11 00:00:00"
"FL","107526","SENIOR HOME CARE","2500 QUANTUM LAKES DR STE 215","BOYNTON BEACH","33437","5618861500","Proprietary","1996-06-27 00:00:00"
"FL","107527","VISITING NURSE ASSOCIATION OF FLORIDA INC","5641 MAIN STREET","NEW PORT RICHEY","34652","7278458099","Other","1996-07-22 00:00:00"
"FL","107528","MEDERI CARETENDERS VS OF BROWARD LLC","4901 NW 17TH WAY  STE 405","FORT LAUDERDALE","33309","9544844837","Proprietary","1996-07-03 00:00:00"
"FL","107530","JOHN KNOX VILLAGE OF CENTRAL FLORIDA INC","101 NORTHLAKE DRIVE","ORANGE CITY","32763","3868510093","Private","1996-05-16 00:00:00"
"FL","107531","NHC HOMECARE","2605 SW 33 ST  BLDGE 100  STE 103","OCALA","34474","3528540553","Proprietary","1996-07-23 00:00:00"
"FL","107534","SENIOR HOME CARE, INC.","3917 RIGA BLVD","TAMPA","33619","8136309636","Proprietary","1996-09-11 00:00:00"
"FL","107535","OKALOOSA REGIONAL HOME HEALTH SERVICES","428 EAST PINE AVENUE","CRESTVIEW","32539","8506829244","Proprietary","1996-07-08 00:00:00"
"FL","107538","ADVANTAGE HOME CARE INC","8436 SILVER WAY","TAMPA","33615","8138843388","Proprietary","1996-10-09 00:00:00"
"FL","107539","MEDERI CARETENDERS","29399 US HWY 19 N  STE 350","CLEARWATER","33761","7275841827","Proprietary","1996-08-08 00:00:00"
"FL","107540","CARESOUTH HOMECARE PROFESSIONALS","20 3RD ST NW STE 306 & 309","WINTER HAVEN","33880","8634398215","Proprietary","1996-09-30 00:00:00"
"FL","107542","ASSOCIATED HOME HEALTH","5790 NW 72 AVE","DORAL","33166","3059170363","Proprietary","1996-07-09 00:00:00"
"FL","107544","CARESOUTH HOMECARE PROFESSIONALS","2400 HIGH RIDGE RD STE 101/103","BOYNTON BEACH","33426","5614711205","Proprietary","1996-10-07 00:00:00"
"FL","107547","SENIOR HOME CARE, INC.","14421 METROPOLIS AVE STE 102","FORT MYERS","33912","2392771003","Proprietary","1996-10-14 00:00:00"
"FL","107556","FLORIDA FIRST CARE INC","6050 ST JOHNS AVE   STE 4","PALATKA","32177","3863258900","Proprietary","1997-03-18 00:00:00"
"FL","107559","LAKE HARRIS HOME CARE SERVICES","701 LAKE PORT BLVD.","LEESBURG","34748","3527283366","Proprietary","1997-04-24 00:00:00"
"FL","107562","ACE HOMECARE","5268 SUMMERLIN COMMONS WAY UNIT 504","FORT MYERS","33907","8639833700","Proprietary","1997-06-05 00:00:00"
"FL","107563","HARBOUR HOME CARE SERVICES","23013 WESTCHESTER BLVD","PORT CHARLOTTE","33980","9416251220","Proprietary","1997-06-05 00:00:00"
"FL","107565","GENTIVA HEALTH SERVICES","2906 FALKENBERG RD","RIVERVIEW","33578","8136125989","Proprietary","1997-04-25 00:00:00"
"FL","107566","SYLVAN HOME CARE SERVICES","2751 REGENCY OAKS BLVD STE 5105","CLEARWATER","33759","7272520535","Proprietary","1997-06-26 00:00:00"
"FL","107572","QUALITY OF LIFE HOME CARE SERVICES","3500 E FLETCHER AVENUE SUITE 100","TAMPA","33613","8132828520","Other","1997-08-05 00:00:00"
"FL","107576","ADVENT CHRISTIAN VILLAGE HOME CARE AGENCY","23740 PARK CENTER DR","LIVE OAK","32060","3866585460","Proprietary","1997-09-04 00:00:00"
"FL","107583","ACE HOMECARE","4051 N LECANTO HWY","BEVERLY HILLS","34465","3525630663","Proprietary","1998-07-10 00:00:00"
"FL","107586","GENTIVA HEALTH SERVICES","1832 SE PORT ST LUCIE BLVD","PORT SAINT LUCIE","34952","7723353245","Proprietary","1998-08-19 00:00:00"
"FL","107588","ASSOCIATED HOME HEALTH","4714 N ARMENIA AVE   STE 101","TAMPA","33603","8139620070","Proprietary","1998-10-09 00:00:00"
"FL","107592","NHC HOMECARE","2395 N COURTENAY PKWY STE 101","MERRITT ISLAND","32953","3214599111","Proprietary","1998-12-22 00:00:00"
"FL","107593","SUNCREST OMNI","2864 MOODY AVENUE","ORANGE PARK","32073","9043991142","Proprietary","1998-12-18 00:00:00"
"FL","107594","UNITED HOME CARE SERVICES, INC.","8400 NW 33RD ST- STE 400","MIAMI","33122","3054770440","Private","1999-02-26 00:00:00"
"FL","107598","A R C PROFESSIONAL SERVICES INC","1414 NW 107AVE  STE 102","MIAMI","33172","3054635355","Proprietary","1999-02-24 00:00:00"
"FL","107599","HERITAGE HOME HEALTH, INC.","14565 SIMS RD","DELRAY BEACH","33484","5614956663","Proprietary","1999-04-09 00:00:00"
"FL","107602","MEDERI CARETENDERS","4923 NW 43RD ST STE A","GAINESVILLE","32653","3523796217","Proprietary","1999-06-02 00:00:00"
"FL","107603","NEIGHBORLY CARE NETWORK  INC","13945 EVERGREEN AVE","CLEARWATER","33762","7275739444","Proprietary","1999-07-22 00:00:00"
"FL","107606","OASIS HOME CARE, INC.","1511 PROSPERITY FARMS RD STE 300","LAKE PARK","33403","5616872755","Proprietary","1999-08-26 00:00:00"
"FL","107608","COMMUNITY AGING AND RETIREMENT SERVICES, INC.","12417 CLOCK TOWER PKWY","HUDSON","34667","7278683285","Private","1999-12-15 00:00:00"
"FL","107609","VISITING NURSE ASSOCIATION OF FLORIDA, INC.","10177 CORTEZ BLVD","WEEKI WACHEE","34613","3525929800","Other","2000-01-11 00:00:00"
"FL","107612","NURSE ON CALL HOMECARE INC","7332 OFFICE PARK PL, STE 201 & 202","MELBOURNE","32940","3219840223","Proprietary","2000-07-26 00:00:00"
"FL","107614","VISITING NURSE ASSOCIATION OF FLORIDA, INC.","2123 HARDEN BLVD STE A","LAKELAND","33803","8636884260","Other","2000-08-21 00:00:00"
"FL","107616","NIRVANA HEALTH SERVICES INC.","611 WYMORE RD  STE 202","WINTER PARK","32789","4076475008","Proprietary","2000-10-05 00:00:00"
"FL","107617","FIRST QUALITY HOME CARE, INC.","8700 W FLAGLER ST  STE 300","MIAMI","33174","3052230150","Proprietary","2000-10-10 00:00:00"
"FL","107618","FUSION HEALTHCARE","10901 CORPORATE CIR N STE A","SAINT PETERSBURG","33716","7273288308","Proprietary","2000-11-02 00:00:00"
"FL","107619","RECOVERY HOME CARE, INC.","1897 PALM BEACH LAKES BLVD  STE 218","WEST PALM BEACH","33409","5616881915","Proprietary","2000-03-02 00:00:00"
"FL","107620","ATKINSONS HOME HEALTH CARE, INC.","1675 EAGLE HARBOR PKWY STE A","ORANGE PARK","32003","9042698050","Proprietary","2000-11-17 00:00:00"
"FL","107621","GENTLE HANDS HEALTH CARE SERVICES, CORP.","9415 SW 72 ST STE 288","MIAMI","33173","3054480709","Proprietary","2000-11-02 00:00:00"
"FL","107622","PERSONAL TOUCH HOME CARE OF FL, INC.","8001 SW 36TH ST   STE 8","FORT LAUDERDALE","33328","9544747070","Proprietary","2000-12-12 00:00:00"
"FL","107623","COMPREHENSIVE HOME CARE OF PINELLAS PASCO LLC","33920 US 19 NORTH SUITE 341","PALM HARBOR","34684","7277865520","Proprietary","2000-12-14 00:00:00"
"FL","107625","COMPREHENSIVE HOME CARE OF PALM BEACH","110 CENTURY BLVD  STE 102","WEST PALM BEACH","33417","5615880996","Proprietary","2000-12-14 00:00:00"
"FL","107627","COMPREHENSIVE HOME CARE OF BROWARD","6450 NW 5TH WAY","FORT LAUDERDALE","33309","9548342222","Proprietary","2000-12-28 00:00:00"
"FL","107628","BROOKS HOME CARE ADVANTAGE INC","5836 RICHARD STREET","JACKSONVILLE","32216","9043069729","Other","2000-12-21 00:00:00"
"FL","107629","LOVING HEART HOME HEALTH CARE INC","2301 NW 93 AVE","MIAMI","33172","3055947200","Proprietary","2001-02-08 00:00:00"
"FL","107630","FAMILY HOME HEALTH SERVICES LLC","6829 PORTO FINO CIR  UNIT D","FORT MYERS","33912","2392783447","Proprietary","2001-01-12 00:00:00"
"FL","107632","VNA SPACE COAST INC","1600 SARNO ROAD SUITE 201","MELBOURNE","32935","3217527550","Private","2001-02-20 00:00:00"
"FL","107633","GUARDIAN CARE SERVICES, INC.","5777 NW 151 STREET","MIAMI LAKES","33014","3058191000","Proprietary","2001-02-28 00:00:00"
"FL","107634","HPH HOME HEALTH","12029 MAJESTIC BLVD SUITE 1","HUDSON","34667","7278637971","Other","2001-03-27 00:00:00"
"FL","107635","CAPITAL HOME HEALTH CORP","1839 BUFORD CT STE 1","TALLAHASSEE","32303","8505534002","Proprietary","2001-03-15 00:00:00"
"FL","107636","FAITH HOME HEALTH, INC.","300 31ST ST N STE 202","SAINT PETERSBURG","33713","7273225916","Proprietary","2001-03-12 00:00:00"
"FL","107637","GOLDEN AGE HOME CARE INC","3408 W 84TH ST BLDG G STE 211","HIALEAH","33016","3058240355","Proprietary","2001-03-20 00:00:00"
"FL","107638","FAITH HOME HEALTH, INC.","3202 N HOWARD AVE","TAMPA","33607","8132099399","Proprietary","2001-03-29 00:00:00"
"FL","107639","A FAMILIAR FACE HOME HEALTH SERVICES,INC.","3222 17TH ST","SARASOTA","34235","9413659474","Proprietary","2001-04-13 00:00:00"
"FL","107640","INTERNATIONAL HOME CARE SERVICES, INC.","10261 SW 72 ST  STE 104","MIAMI","33173","3055956566","Proprietary","2001-03-06 00:00:00"
"FL","107641","SENIOR HOME CARE","14400 NW 77 COURT STE 106","MIAMI LAKES","33016","3058215553","Proprietary","2001-04-03 00:00:00"
"FL","107643","FLORIDA HOME BOUND, MENTAL HEALTH AGENCY, INC.","1400 NE 125 ST","NORTH MIAMI","33161","3058927272","Proprietary","2001-05-01 00:00:00"
"FL","107644","ASA HOME CARE, INC.","8700 W FLAGER ST, STE 110","MIAMI","33174","3054476516","Private","2001-05-09 00:00:00"
"FL","107645","AMEDISYS HOME HEALTH","7647 W GULF TO LAKE HWY STE 1","CRYSTAL RIVER","34429","3525642700","Proprietary","1999-04-28 00:00:00"
"FL","107647","NEU-HEART HEALTH CARE SERVICES","7173 W OAKLAND PARK BLVD","FORT LAUDERDALE","33313","9547247778","Proprietary","2001-05-10 00:00:00"
"FL","107648","SUNRISE HOME HEALTH CARE INC","2331 SW 82 PLACE","MIAMI","33155","3052645558","Proprietary","2001-05-24 00:00:00"
"FL","107650","HEALTH MED HOME CARE, INC.","735 NW 22 AVENUE","MIAMI","33125","3052077383","Proprietary","2001-06-13 00:00:00"
"FL","107651","NIGHTINGALE HOME HEALTHCARE OF FLORIDA INC","550 SW 3RD STREET SUITE 200","POMPANO BEACH","33060","9546579962","Proprietary","2001-06-07 00:00:00"
"FL","107652","HPH HOME HEALTH","12254 CORTEZ BLVD","BROOKSVILLE","34613","3525968888","Other","2001-06-08 00:00:00"
"FL","107653","THE PALACE AT HOME","10850 SW 113 PLACE","MIAMI","33176","3052752533","Proprietary","2001-07-11 00:00:00"
"FL","107654","EMPATHY CARE, INC.","141 NW 20TH STREET SUITE G-122","BOCA RATON","33431","5613959101","Proprietary","2001-06-15 00:00:00"
"FL","107656","INNOVATIVE SENIOR CARE HOME HEALTH","3940 UPPER CREEK DR","SUN CITY CENTER","33573","8136339640","Proprietary","2001-07-25 00:00:00"
"FL","107658","HERITAGE HOMECARE","7900 NOVA DR, STE 201","DAVIE","33324","9544528100","Proprietary","2001-07-06 00:00:00"
"FL","107659","BEST CARE AGENCY, INC.","5813 W HALLANDALE BEACH BLVD","WEST PARK","33023","9549382277","Proprietary","2001-07-02 00:00:00"
"FL","107660","CARE AMERICA HHC","531 WEKIVA COMMONS CIRCLE","APOPKA","32712","4074640194","Proprietary","2001-07-03 00:00:00"
"FL","107661","UNITED HOMECARE SERVICES OF SOUTHWEST FLORIDA, LLC","12734 KENWOOD LANE SUITE 77","FORT MYERS","33907","2392783032","Proprietary","2001-08-14 00:00:00"
"FL","107662","AHP HOME HEALTH CARE, INC.","7737 LUEDERS AVENUE","JACKSONVILLE","32208","9047661285","Proprietary","2001-08-21 00:00:00"
"FL","107664","HEARTLAND HOME HEALTH CARE","4855 W HILLSBORO BLVD STE B-4","COCONUT CREEK","33073","9549690688","Proprietary","2001-06-05 00:00:00"
"FL","107667","DD HEALTH HOME CARE INC","4150 NW 7TH STREET SUITE 208","MIAMI","33126","3056434747","Proprietary","2001-09-14 00:00:00"
"FL","107669","TENDER CARE HOME HEALTH SVCS","4941 SW 74TH COURT","MIAMI","33155","3056653177","Proprietary","2001-08-08 00:00:00"
"FL","107670","CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY","1050 NE 125TH STREET","NORTH MIAMI","33161","3058990400","Proprietary","2001-10-17 00:00:00"
"FL","107671","NURSE-ON-CALL-BEST CHOICE","7800 SOUTHLAND BLVD STE 151","ORLANDO","32809","4078524009","Proprietary","2001-10-10 00:00:00"
"FL","107673","FAITH HEALTH CARE, INC.","11401 SW 40TH ST","MIAMI","33165","3052284800","Proprietary","2001-11-07 00:00:00"
"FL","107675","HOME ADVANTAGE HEALTH CARE","5925 SE ABSHIER BLVD","BELLEVIEW","34420","3523479700","Proprietary","2001-11-20 00:00:00"
"FL","107677","FAMILY HOME HEALTH SERVICES","2908 TRIVIUM CIRCLE","DANIA","33312","9545980529","Proprietary","2001-12-17 00:00:00"
"FL","107679","RECOVERY HOME CARE,INC.","701 E COMMERCIAL BLVD, STE 250B","FORT LAUDERDALE","33334","9543518814","Proprietary","2001-12-14 00:00:00"
"FL","107680","FIRST HEALTH SYSTEMS INC","7450 GRIFFIN RD  STE 240","DAVIE","33314","9544423424","Proprietary","2001-11-20 00:00:00"
"FL","107681","A I T (ALWAYS IN TOUCH) HOME HEALTH INC","6238 PRESIDENTIAL CT STE 1A","FORT MYERS","33919","2393371064","Proprietary","2001-12-28 00:00:00"
"FL","107682","NURSING SOUTH CORPORATION","9300 SUNSET DR 2ND FLOOR","MIAMI","33173","3052750461","Proprietary","2001-12-10 00:00:00"
"FL","107683","RENACER HOME HEALTH CARE, INC.","14750 NW 77TH CT STE 108","MIAMI LAKES","33016","3058171800","Proprietary","2002-01-18 00:00:00"
"FL","107684","SENIOR HOME CARE INC","1805 SE 16TH AVENUE SUITE 203","OCALA","34471","3528610272","Proprietary","2002-01-25 00:00:00"
"FL","107685","COMFORT HOME HEALTH AGENCY, INC.","3515 PALM HARBOR BLVD, STE A","PALM HARBOR","34683","7277865850","Proprietary","2002-02-01 00:00:00"
